Fecha;Último;Apertura;Máximo;Mínimo;Vol.;% var.
1-dic-10;4.100,00;3.900,00;4.200,00;3.840,00;210,40M;6,77%
1-nov-10;3.840,00;4.450,00;4.745,00;3.725,00;274,66M;-12,93%
1-oct-10;4.410,00;3.730,00;4.420,00;3.690,00;244,13M;19,19%
1-sep-10;3.700,00;3.500,00;3.835,00;3.485,00;235,58M;6,17%
1-ago-10;3.485,00;3.135,00;3.490,00;3.120,00;183,46M;12,24%
1-jul-10;3.105,00;2.755,00;3.170,00;2.720,00;206,23M;12,70%
1-jun-10;2.755,00;2.690,00;2.785,00;2.660,00;68,68M;2,04%
1-may-10;2.700,00;2.770,00;2.795,00;2.580,00;165,80M;-2,35%
1-abr-10;2.765,00;2.700,00;2.790,00;2.670,00;156,08M;2,41%
1-mar-10;2.700,00;2.570,00;2.720,00;2.545,00;149,60M;5,47%
1-feb-10;2.560,00;2.450,00;2.600,00;2.400,00;143,58M;4,28%
1-ene-10;2.455,00;2.505,00;2.515,00;2.360,00;121,52M;-1,21%
1-dic-09;2.485,00;2.525,00;2.615,00;2.420,00;164,83M;-0,80%
1-nov-09;2.505,00;2.550,00;2.710,00;2.480,00;148,96M;-1,76%
1-oct-09;2.550,00;2.705,00;2.720,00;2.550,00;149,09M;-5,73%
1-sep-09;2.705,00;2.685,00;2.735,00;2.570,00;204,83M;0,93%
1-ago-09;2.680,00;2.790,00;2.840,00;2.670,00;189,88M;-3,42%
1-jul-09;2.775,00;2.585,00;2.820,00;2.460,00;366,56M;7,56%
1-jun-09;2.580,00;2.395,00;2.585,00;2.375,00;285,14M;8,18%
1-may-09;2.385,00;2.140,00;2.410,00;2.130,00;227,55M;12,50%
1-abr-09;2.120,00;2.135,00;2.195,00;2.085,00;131,61M;-0,93%
1-mar-09;2.140,00;2.120,00;2.160,00;2.040,00;211,58M;1,66%
1-feb-09;2.105,00;2.030,00;2.175,00;2.000,00;237,61M;3,19%
1-ene-09;2.040,00;2.005,00;2.095,00;1.960,00;179,27M;1,75%
1-dic-08;2.005,00;1.990,00;2.150,00;1.940,00;333,81M;-0,25%
1-nov-08;2.010,00;1.995,00;2.085,00;1.810,00;333,37M;1,52%
1-oct-08;1.980,00;2.560,00;2.605,00;1.760,00;613,16M;-22,81%
1-sep-08;2.565,00;2.715,00;2.895,00;2.450,00;550,24M;-1,91%
1-ago-08;2.615,00;2.580,00;2.615,00;2.335,00;333,43M;2,15%
1-jul-08;2.560,00;2.630,00;2.730,00;2.435,00;359,08M;-2,10%
1-jun-08;2.615,00;2.785,00;2.860,00;2.555,00;331,02M;-6,94%
1-may-08;2.810,00;2.600,00;2.980,00;2.600,00;663,23M;8,08%
1-abr-08;2.600,00;2.090,00;2.690,00;2.000,00;525,22M;24,40%
1-mar-08;2.090,00;1.990,00;2.150,00;1.910,00;356,05M;3,98%
1-feb-08;2.010,00;1.780,00;2.010,00;1.680,00;411,07M;13,88%
1-ene-08;1.765,00;2.015,00;2.035,00;1.500,00;404,07M;-12,62%
1-dic-07;2.020,00;1.960,00;2.080,00;1.855,00;357,71M;0,50%
